               alpha                   TS
                   0    -6.13461143815855
    0.18018018018018    -6.13468960398992
    0.36036036036036    -6.13492410307512
    0.54054054054054    -6.13531495058069
   0.720720720720721    -6.13586217589767
   0.900900900900901    -6.13656581736629
    1.08108108108108    -6.13742591490458
    1.26126126126126    -6.13844250055728
    1.44144144144144    -6.13961558698714
    1.62162162162162    -6.14094515393503
     1.8018018018018    -6.14243113268143
    1.98198198198198    -6.14407338854764
    2.16216216216216    -6.14587170148048
    2.34234234234234    -6.14782574477233
    2.52252252252252    -6.14993506197351
     2.7027027027027    -6.15219904206339
    2.88288288288288    -6.15461689295354
    3.06306306306306    -6.15718761340558
    3.24324324324324    -6.15990996345566
    3.42342342342342    -6.16278243344777
     3.6036036036036    -6.16580321178897
    3.78378378378378    -6.16897015155129
    3.96396396396396    -6.17228073605783
    4.14414414414414      -6.175732043604
    4.32432432432432    -6.17932071147903
     4.5045045045045    -6.18304289946859
    4.68468468468468    -6.18689425303506
    4.86486486486486    -6.19086986638956
    5.04504504504505    -6.19496424568747
    5.22522522522523    -6.19917127259824
     5.4054054054054    -6.20348416851984
    5.58558558558559    -6.20789545972809
    5.76576576576577    -6.21239694377247
    5.94594594594595    -6.21697965745055
    6.12612612612613    -6.22163384671493
    6.30630630630631    -6.22634893888756
    6.48648648648649    -6.23111351757749
    6.66666666666667    -6.23591530071829
    6.84684684684685    -6.24074112216049
    7.02702702702703    -6.24557691727282
    7.20720720720721    -6.25040771302122
    7.38738738738739    -6.25521762300875
    7.56756756756757    -6.25998984796997
    7.74774774774775    -6.26470668221998
    7.92792792792793     -6.2693495265617
    8.10810810810811    -6.27389890815198
    8.28828828828829    -6.27833450781996
    8.46846846846847    -6.28263519531633
    8.64864864864865    -6.28677907295113
    8.82882882882883    -6.29074352804808
    9.00900900900901    -6.29450529460633
    9.18918918918919    -6.29804052451288
    9.36936936936937    -6.30132486859321
    9.54954954954955    -6.30433356772016
    9.72972972972973    -6.30704155412502
    9.90990990990991    -6.30942356296647
    10.0900900900901    -6.31145425411567
    10.2702702702703    -6.31310834400756
    10.4504504504505    -6.31436074729095
    10.6306306306306    -6.31518672788402
    10.8108108108108    -6.31556205890774
     10.990990990991    -6.31546319083054
    11.1711711711712    -6.31486742701312
    11.3513513513514    -6.31375310569621
    11.5315315315315    -6.31209978732791
    11.7117117117117     -6.3098884459841
    11.8918918918919    -6.30710166349721
    12.0720720720721    -6.30372382477981
    12.2522522522523    -6.29974131271153
    12.4324324324324    -6.29514270085476
    12.6126126126126    -6.28991894217963
    12.7927927927928    -6.28406355191314
     12.972972972973    -6.27757278258599
    13.1531531531532    -6.27044578933327
    13.3333333333333    -6.26268478351528
    13.5135135135135    -6.25429517276243
    13.6936936936937    -6.24528568561415
    13.8738738738739    -6.23566847901628
    14.0540540540541     -6.2254592270625
    14.2342342342342    -6.21467718951282
